Näringsvärden per 100 gram livsmedel
Livsmedelsnamn;Livsmedelsnummer;Energi (kJ)(kJ);Energi (kcal)(kcal);Protein(g);Fett(g);Kolhydrater(g);Fibrer(g);Salt(g);Aska(g);Vatten(g);Alkohol(g);Monosackarider(g);Disackarider(g);Sackaros(g);Fullkorn totalt(g);Summa mättade fettsyror(g);Fettsyra 4:0-10:0(g);Fettsyra 12:0(g);Fettsyra 14:0(g);Fettsyra 16:0(g);Fettsyra 18:0(g);Fettsyra 20:0(g);Summa enkelomättade fettsyror(g);Fettsyra 16:1(g);Fettsyra 18:1(g);Summa fleromättade fettsyror(g);Summa n-6 fettsyror(g);Fettsyra 18:2(g);Fettsyra 20:4(g);Summa n-3 fettsyror(g);Fettsyra 18:3(g);Summa långa n-3 fettsyror(g);EPA (Fettsyra 20:5)(g);DPA (Fettsyra 22:5)(g);DHA (Fettsyra 22:6)(g);Summa transfettsyror(g);Kolesterol(mg);Vitamin A();Retinol(µg);beta-Karoten(µg);Vitamin D(µg);Vitamin E(mg);Vitamin K(µg);Tiamin(mg);Riboflavin(mg);Vitamin C(mg);Niacin(mg);Niacinekvivalenter();Vitamin B6(mg);Vitamin B12(µg);Fosfor(mg);Folat(µg);Jod(µg);Avfall (skal etc.)(%);Järn(mg);Kalcium(mg);Kalium(mg);Magnesium(mg);Natrium(mg);Selen(µg);Zink(mg);
Småcitrusjuice färskpressad;647;185;44;0,5;0,2;9,9;0,1;0,0;0,3;89,0;0,0;4,8;0,7;0,7;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;;0,0;0,0;0,0;0,0;0,0;21;0;250;0,00;0,2;;0,06;0,02;31;0,1;0,2;0,06;0,00;14;20;;54;0,20;18;178;8;1;0,2;0,00;
Grapefruktjuice färskpressad;649;165;39;0,5;0,1;8,8;0,4;0,0;0,2;90,0;0,0;4,7;2,5;2,5;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;;0,0;0,0;0,0;0,0;0,0;4;0;48;0,00;0,3;;0,04;0,02;38;0,2;0,3;0,02;0,00;15;8;0;0;0,20;9;162;12;1;0,2;0,10;
Limejuice färskpressad;652;168;40;0,4;0,1;9,2;0,1;0,0;0,2;90,0;0,0;0,7;0,0;0,0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;;0,0;0,0;0,0;0,0;0,0;1;0;6;0,00;0,1;;0,02;0,01;29;0,1;0,2;0,04;0,00;7;8;;0;0,00;9;109;6;1;0,2;0,10;
Risgrynsgröt m lättmjölk;654;329;79;3,2;1,3;13,3;0,1;0,4;0,9;81,2;0,0;0,0;3,3;0,0;0;0,7;0,1;0,0;0,1;0,4;0,1;0,0;0,4;0,0;0,4;0,1;0,0;0,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,3;28;23;4;0,36;0,1;0;0,06;0,09;0;0,2;0,9;0,04;0,35;82;8;22;0;0,04;83;121;11;142;1,1;0,43;
Risgrynsgröt;655;359;86;3,2;2,1;13,3;0,1;0,4;0,9;80,4;0,0;0,0;3,2;0,0;0;1,2;0,1;0,1;0,2;0,6;0,2;0,0;0,6;0,0;0,6;0,2;0,0;0,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;5,6;18;13;10;0,28;0,1;0;0,05;0,09;0;0,2;0,9;0,04;0,35;81;8;25;0;0,04;81;119;11;170;1,1;0,43;
Limejuice konc konserv;657;117;28;0,2;0,2;6,2;0,1;0,0;0,3;93,0;0,0;0,7;0,0;0,0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;;0,0;0,0;;0,0;;0,0;0,0;0,0;0,0;0,0;1;0;12;0,00;0,0;;0,03;0,00;6;0,1;0,1;0,03;0,00;10;8;;0;0,20;12;75;7;16;0,2;0,10;
Druvjuice konserv drickf;658;262;63;0,6;0,0;14,6;0,5;0,0;0,3;84,0;0,0;13,9;0,2;0,2;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;;0,0;0,0;0,0;0,0;0,0;1;0;6;0,00;0,2;;0,03;0,04;3;0,3;0,4;0,07;0,00;11;3;;0;0,20;9;132;10;3;0,1;0,10;
Äppeljuice konserv drickf;659;200;48;0,0;0,1;11,4;0,3;0,0;0,2;88,0;0,0;8,0;2,2;2,2;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;;0,0;0,0;0,0;0,0;0,0;0;0;0;0,00;0,0;;0,02;0,20;1;0,1;0,1;0,03;0,00;7;0;1;0;0,40;7;119;5;3;0,0;0,00;
Ananasjuice konserv drickf;660;230;55;0,3;0,1;12,8;0,5;0,0;0,3;86,0;0,0;7,4;4,4;4,4;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;;0,0;0,0;0,0;0,0;0,0;2;0;18;0,00;0,0;;0,06;0,02;11;0,3;0,4;0,10;0,00;8;23;;0;0,30;17;134;13;1;0,2;0,10;
Apelsinjuice drickf pastöriserad ;661;181;43;0,6;0,1;9,8;0,1;0,0;0,4;89,0;0,0;6,2;2,2;2,2;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;;0,0;0,0;0,0;0,0;0,0;0;0;3;0,00;0,1;;0,06;0,03;35;0,3;0,4;0,09;0,00;14;15;;0;0,40;8;175;11;2;0,2;0,00;
Aprikosnektar drickf pastöriserad ;664;242;58;0,3;0,1;13,1;1,3;0,0;0,2;85,0;0,0;2,1;5,0;5,0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;;0,0;0,0;0,0;0,0;0,0;66;0;790;0,00;0,5;;0,01;0,01;0;0,3;0,4;0,02;0,00;9;1;;0;0,40;7;82;5;1;0,1;0,10;
Persikonektar drickf pastöriserad ;665;230;55;0,3;0,0;13,0;0,5;0,0;0,2;86,0;0,0;5,1;6,4;6,4;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;;0,0;0,0;0,0;0,0;0,0;13;0;156;0,00;0,4;;0,01;0,01;5;0,3;0,4;0,01;0,00;6;1;;0;0,20;5;40;4;7;0,1;0,10;
Päronnektar drickf pastöriserad ;666;249;60;0,1;0,0;14,3;0,5;0,0;0,1;85,0;0,0;7,0;7,0;7,0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;;0,0;0,0;0,0;0,0;0,0;0;0;0;0,00;0,2;;0,01;0,01;1;0,1;0,1;0,01;0,00;3;0;;0;0,30;5;33;3;4;0,2;0,10;
Apelsinnektar osötad drickf pastöriserad berik;668;131;31;0,5;0,0;7,2;0,0;0,0;0,3;92,0;0,0;5,3;1,1;1,1;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;;0,0;0,0;0,0;0,0;0,0;1;0;10;0,00;0,1;;0,06;0,01;15;0,2;0,3;0,03;0,00;11;22;;0;0,10;6;127;5;1;0,0;0,00;
Katrinplommondryck konserv drickf;670;291;70;0,6;0,0;15,5;2,2;0,0;0,7;81,0;0,0;7,3;5,9;5,9;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;;0,0;0,0;0,0;0,0;0,0;22;0;260;0,00;0,4;;0,02;0,05;4;0,5;0,6;0,08;0,00;28;1;1;0;0,30;25;250;30;2;0,3;0,00;
Nypondryck berik;671;171;41;0,1;0,1;9,7;0,1;0,0;0,0;90,0;0,0;0,5;8,1;8,1;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;;0,0;0,0;0,0;0,0;0,0;10;0;120;0,00;0,0;;0,01;0,02;18;0,1;0,1;0,00;0,00;6;1;;0;0,10;12;26;2;7;0,1;0,00;
Havredryck jordgubb/skogsbär berikad Oatly ;672;250;60;0,9;1,2;10,7;1,0;0,1;0,2;86,0;0,0;4,0;3,0;0,5;0;0,4;0,0;0,0;0,0;0,1;0,0;0,0;0,1;0,0;0,6;0,6;;0,3;0,0;;0,1;;0,0;0,0;0,0;;0,0;0;0;0;0,00;0,1;;0,04;0,00;1;0,2;0,4;0,00;0,00;23;30;;0;0,00;3;45;3;44;0,0;0,20;
Gröt för barn fullkorn ätf berik ;674;406;97;3,5;2,0;15,8;0,5;0,3;1,3;76,9;0,0;3,8;4,8;0,9;7;0,8;0,0;0,0;0,0;0,7;0,1;0,0;0,7;0,0;0,7;0,4;;0,4;0,0;;0,0;;0,0;0,0;0,0;;0,0;87;87;0;2,00;2,1;;0,09;0,11;15;0,7;1,3;0,09;0,30;87;1;;0;2,00;104;178;13;98;0,5;0,40;
Bovetegröt m russin;675;438;105;2,3;0,5;21,4;2,2;0,4;1,0;72,7;0,0;9,5;0,6;0,2;0;0,1;0,0;0,0;0,0;0,1;0,0;0,0;0,1;0,0;0,1;0,2;0,0;0,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,4;1;1;3;0,02;0,0;0;0,07;0,03;0;0,6;1,0;0,07;0,03;68;5;23;0;0,91;18;173;32;177;0,9;0,46;
Grahamsgröt;676;262;63;1,9;0,5;11,5;2,1;0,6;0,9;83,1;0,0;0,0;0,1;0,1;19;0,1;0,0;0,0;0,0;0,1;0,0;0,0;0,1;0,0;0,1;0,2;;0,2;0,0;;0,0;;0,0;0,0;0,0;0,0;0,0;0;0;0;0,00;0,3;;0,06;0,02;0;0,8;1,1;0,04;0,00;67;6;33;0;0,95;8;64;25;257;0,6;0,44;
Havregrynsgröt fullkorn;677;280;67;2,4;1,3;10,4;1,8;0,8;1,1;82,9;0,0;0,1;0,2;0,2;18;0,2;0,0;0,0;0,0;0,2;0,0;0,0;0,5;0,0;0,5;0,5;;0,5;0,0;;0,0;;0,0;0,0;0,0;0,0;0,0;0;0;0;0,00;0,1;;0,11;0,02;0;0,2;0,6;0,02;0,00;78;7;40;0;0,97;11;65;24;316;0,2;0,58;
Molinogröt grahamsmjöl torkad frukt linfrö;678;380;91;2,4;2,4;12,9;3,7;0,3;0,8;77,7;0,0;4,7;0,6;0,6;10;0,2;0,0;0,0;0,0;0,2;0,1;0,0;0,4;0,0;0,4;1,6;;0,4;0,0;;1,1;;0,0;0,0;0,0;0,0;0,0;0;0;6;0,00;0,3;0;0,13;0,03;0;0,9;1,3;0,07;0,00;88;9;13;0;1,13;22;143;41;101;0,6;0,56;
Frukostflingor puffat rostat ris Vårgårda ris;679;1604;383;6,0;0,9;86,0;0,8;0,0;0,4;6,0;0,0;0,0;0,3;0,3;0;0,2;0,0;0,0;0,0;0,2;0,0;0,0;0,3;0,0;0,3;0,3;;0,3;0,0;;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;6;0,00;0,1;;0,00;0,02;0;1,1;2,1;0,08;0,05;91;15;0;0;0,41;3;84;21;4;2,4;1,50;
Rågkross fullkorn rågflingor ångprep;680;1352;323;9,2;1,5;61,1;12,7;0,0;1,5;14,0;0,0;1,0;1,4;1,0;100;0,2;0,0;0,0;0,0;0,2;0,0;0,0;0,2;0,0;0,2;0,7;;0,7;0,0;;0,1;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0,00;0,8;;0,20;0,12;0;0,8;2,3;0,35;0,00;350;50;4;0;2,80;30;450;110;2;2,0;2,50;
Kornmjölsgröt;681;271;65;1,7;0,6;12,3;1,4;0,7;1,0;83,0;0,0;0,1;0,1;0,1;19;0,1;0,0;0,0;0,0;0,1;0,0;0,0;0,0;0,0;0,0;0,3;;0,2;0,0;;0,0;;0,0;0,0;0,0;0,0;0,0;0;0;0;0,00;0,0;;0,05;0,02;0;1,1;1,4;0,04;0,00;48;3;35;0;0,67;6;59;17;280;0,2;0,46;
Mannagrynsgröt;682;332;79;4,3;1,8;11,3;0,3;0,4;1,1;81,3;0,0;0,0;4,7;0,0;0;1,1;0,1;0,1;0,2;0,5;0,2;0,0;0,4;0,0;0,4;0,1;0,0;0,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;6,4;15;14;12;0,32;0,1;0;0,06;0,13;0;0,1;1,1;0,04;0,51;108;11;29;0;0,21;119;163;12;176;1,6;0,47;
Kruskagröt fullkorn russin havregryn vetekli;683;315;75;2,1;0,9;12,8;3,6;0,5;1,1;79,5;0,0;5,7;0,3;0,3;8;0,2;0,0;0,0;0,0;0,1;0,0;0,0;0,3;0,0;0,3;0,4;;0,4;0,0;;0,0;;0,0;0,0;0,0;0,0;0,0;0;0;1;0,00;0,2;;0,09;0,03;0;1,3;1,6;0,06;0,00;99;12;24;0;1,22;14;143;37;193;0,2;0,66;
Rågmjölsgröt;684;258;62;1,6;0,5;11,4;2,6;0,7;1,0;83,0;0,0;0,1;0,4;0,2;19;0,1;0,0;0,0;0,0;0,1;0,0;0,0;0,0;0,0;0,0;0,2;;0,2;0,0;;0,0;;0,0;0,0;0,0;0,0;0,0;0;0;0;0,00;0,2;;0,05;0,02;0;0,2;0,4;0,04;0,00;69;7;36;0;0,63;8;69;21;281;0,2;0,40;
Stuvning vit;685;418;100;4,4;5,4;8,3;0,1;1,4;2,2;79,6;0,0;0,0;5,5;0,0;0;1,6;0,1;0,1;0,2;0,8;0,3;0,0;2,5;0,1;2,4;1,0;0,6;0,7;0,0;0,2;0,3;0,0;0,0;0,0;0,0;0,1;7,5;28;27;21;0,56;0,9;4;0,08;0,15;0;0,2;1,2;0,06;0,59;122;12;77;0;0,08;139;188;14;555;1,9;0,52;
Vällingpulver fullkorn berik;688;1725;412;24,5;10,5;52,4;3,6;1,6;0,5;8,5;0,0;0,0;38,5;7,8;38;4,3;0,0;0,1;0,2;3,6;0,4;0,0;3,7;0,0;3,7;2,1;;2,0;0,0;;0,1;;0,0;0,0;0,0;;0,0;800;800;0;0,00;17,0;;0,98;0,80;38;6,6;10,7;1,45;0,80;550;45;;0;12,40;750;1080;80;630;4,5;2,00;
Vällingpulver osockrat fullkorn 38% berik ;689;1881;450;15,0;16,4;58,9;2,2;0,7;0,5;7,0;0,0;0,0;34,0;0,0;38;6,7;0,0;0,2;0,3;5,6;0,6;0,0;5,8;0,0;5,8;3,2;;3,1;0,0;;0,1;;0,0;0,0;0,0;;0,0;250;250;0;9,70;10,7;;0,74;0,80;58;5,1;7,6;0,72;0,80;450;45;;0;9,90;610;900;80;260;5,0;2,00;
Vällingpulver osockrat fullkorn 48% berik ;690;1818;435;16,0;16,0;53,6;5,4;1,0;1,0;8,0;0,0;0,0;27,0;0,0;48;6,6;0,0;0,2;0,3;5,5;0,6;0,0;5,7;0,0;5,7;3,1;;3,1;0,0;;0,1;;0,0;0,0;0,0;;0,0;230;230;0;9,10;9,0;;0,71;0,71;53;4,9;7,6;0,61;0,80;550;45;;0;9,00;740;1000;80;400;5,0;2,50;
Vällingpulver majs berik;691;1828;437;18,0;14,5;57,0;2,0;1,1;0,8;7,7;0,0;10,0;24,0;0,0;0;6,0;0,0;0,1;0,3;5,0;0,6;0,0;5,3;0,0;5,1;2,9;;2,8;0,0;;0,1;;0,0;0,0;0,0;;0,0;450;450;0;11,50;14,0;;0,60;0,72;70;3,3;5,1;0,62;0,80;500;45;;0;8,70;650;850;53;450;5,0;1,90;
Välling för barn fullkorn osockrad berik ;692;270;65;2,7;2,1;8,3;0,7;0,1;0,7;85,5;0,0;0,0;4,1;0,0;28;0,9;0,0;0,0;0,0;0,7;0,1;0,0;0,7;0,0;0,7;0,4;;0,4;0,0;;0,0;;0,0;0,0;0,0;;0,0;60;60;0;1,30;1,3;;0,06;0,08;9;0,5;1,0;0,06;0,20;68;7;;0;1,30;83;105;12;53;0,7;0,40;
Välling för barn fullkorn berik;693;275;66;2,4;2,4;8,2;0,7;0,1;0,7;85,6;0,0;0,0;3,5;1,1;28;1,0;0,0;0,0;0,1;0,8;0,1;0,0;0,9;0,0;0,9;0,5;;0,5;0,0;;0,0;;0,0;0,0;0,0;;0,0;36;36;0;1,30;1,0;;0,08;0,10;12;0,5;0,9;0,06;0,10;83;7;;0;1,30;110;150;12;50;0,7;0,40;
Välling för vuxna fullkorn berik;694;295;71;3,6;1,9;9,2;0,9;0,3;0,8;83,6;0,0;0,0;5,5;0,7;48;0,8;0,0;0,0;0,0;0,7;0,1;0,0;0,7;0,0;0,7;0,5;;0,4;0,0;;0,0;;0,0;0,0;0,0;;0,0;90;90;0;0,80;1,9;;0,12;0,12;5;0,5;1,1;0,19;0,20;100;7;;0;1,90;110;160;11;100;0,9;0,40;
Havrevälling;695;250;60;2,2;1,6;8,7;0,9;0,5;0,9;85,7;0,0;3,0;3,1;1,0;4;0,9;0,1;0,0;0,1;0,4;0,1;0,0;0,4;0,0;0,4;0,1;0,0;0,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;4,4;12;11;10;0,00;0,1;0;0,05;0,06;0;0,1;0,6;0,03;0,22;65;6;27;0;0,34;57;112;11;187;0,8;0,32;
Mannagrynsvälling;696;183;44;2,3;1,8;4,6;0,1;0,2;0,6;90,7;0,0;0,0;2,8;0,0;0;1,1;0,1;0,1;0,2;0,5;0,2;0,0;0,4;0,0;0,4;0,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;6,0;16;15;13;0,00;0,0;1;0,03;0,08;0;0,1;0,6;0,02;0,30;62;6;14;0;0,06;71;96;7;80;1,0;0,26;
Vetemjölsvälling;698;261;62;2,8;3,1;5,7;0,1;0,5;1,0;87,3;0,0;0,0;4,4;0,8;0;1,5;0,2;0,1;0,2;0,7;0,2;0,0;1,0;0,0;0,9;0,4;0,2;0,3;0,0;0,1;0,1;0,0;0,0;0,0;0,0;0,1;7,7;28;26;22;0,11;0,3;1;0,05;0,10;0;0,1;0,8;0,03;0,39;79;8;27;0;0,04;91;123;9;179;1,3;0,34;
Välling för vuxna fullkorn osockrad berik ;699;268;64;3,3;1,7;8,6;0,4;0,2;1,0;85,0;0,0;0,0;4,5;0,1;10;0,7;0,0;0,0;0,0;0,6;0,1;0,0;0,6;0,0;0,6;0,3;;0,3;0,0;;0,0;;0,0;0,0;0,0;;0,0;90;90;0;0,90;2,4;;0,12;0,14;6;1,8;2,4;0,22;0,20;78;7;;0;1,80;100;135;11;98;4,5;0,40;
Havredryck berikad;700;183;44;1,1;1,6;5,8;0,8;0,1;0,2;90,5;0,0;0,0;4,0;0,0;10;0,2;0,0;0,0;0,0;0,1;0,0;0,0;0,8;0,0;0,8;0,6;;0,4;0,0;;0,1;;0,0;0,0;0,0;;0,0;0;0;0;0,75;0,1;;0,05;0,21;0;0,1;0,3;0,00;1,25;30;1;;0;0,50;84;50;3;40;1,0;0,30;
Havredryck choklad berikad Oatly;701;242;58;1,0;1,6;9,4;0,8;0,2;0,2;87,0;0,0;0,0;8,4;4,8;10;0,3;0,0;0,0;0,0;0,2;0,0;0,0;0,8;0,0;0,6;0,5;;0,4;0,0;;0,1;;0,0;0,0;0,0;;0,0;0;0;0;0,50;0,1;;0,05;0,13;0;0,1;0,3;0,00;0,20;32;20;;0;0,00;120;66;3;70;1,0;0,20;
Havregryn fullkorn ångprep el havremjöl fullkorn  ;702;1544;369;13,3;7,0;57,6;10,0;0,0;1,9;10,2;0,0;0,4;0,9;0,9;100;1,2;0,0;0,0;0,0;1,1;0,1;0,0;2,5;0,0;2,5;2,8;;2,7;0,0;;0,1;;0,0;0,0;0,0;0,0;0,0;0;0;0;0,00;0,8;;0,69;0,13;0;0,9;3,1;0,18;0,00;425;56;1;0;5,30;56;400;130;2;1,0;3,20;
Fiberhavregryn fullkorn ångprep;703;1476;353;13,2;6,7;52,0;15,0;0,0;2,4;10,7;0,0;0,4;0,9;0,9;85;1,2;0,0;0,0;0,0;1,1;0,1;0,0;2,3;0,0;2,3;2,8;;2,6;0,0;;0,1;;0,0;0,0;0,0;0,0;0,0;0;0;0;0,00;0,9;;0,50;0,15;0;3,7;5,9;0,33;0,00;509;82;;0;5,50;58;512;174;2;1,0;3,70;
Havrekli;704;1491;356;19,0;7,0;45,0;18,0;0,0;2,9;8,1;0,0;0,7;2,5;2,5;0;1,3;0,0;0,0;0,0;1,1;0,1;0,0;2,4;0,0;2,4;2,8;;2,7;0,0;;0,1;;0,0;0,0;0,0;0,0;0,0;0;0;0;0,00;7,5;;0,72;0,22;0;4,7;7,9;0,17;0,00;734;52;;0;6,90;58;566;235;4;1,0;3,10;
Korngryn kornflingor fullkorn ångprep;705;1469;351;9,2;3,1;65,4;10,7;0,0;1,4;10,2;0,0;0,4;0,5;0,5;100;0,6;0,0;0,0;0,0;0,5;0,0;0,0;0,4;0,0;0,3;1,3;;1,2;0,0;;0,1;;0,0;0,0;0,0;0,0;0,0;0;0;0;0,00;0,3;;0,33;0,11;0;5,7;7,2;0,33;0,00;285;20;1;0;3,60;24;365;65;11;1,0;1,70;
Frukostflingor typ corn flakes majs berik ;706;1591;380;8,0;0,9;82,5;2,5;1,8;2,9;3,2;0,0;2,9;6,4;5,0;0;0,2;0,0;0,0;0,0;0,2;0,0;0,0;0,2;0,0;0,2;0,3;;0,3;0,0;;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;6;0,00;0,0;0;1,19;1,73;0;13,2;14,0;1,70;0,83;69;166;0;0;7,16;19;85;20;700;7,0;0,36;
Vetekross veteflingor fullkorn ångprep;707;1375;329;10,2;2,0;61,0;11,3;0,0;1,5;14,0;0,0;0,0;0,5;0,5;100;0,2;0,0;0,0;0,0;0,2;0,0;0,0;0,3;0,0;0,3;0,9;;0,8;0,0;;0,1;;0,0;0,0;0,0;0,0;0,0;0;0;0;0,00;1,4;;0,40;0,12;0;4,0;5,7;0,20;0,00;360;40;2;0;5,00;35;380;110;3;3,4;2,80;
Vetegroddar;708;1461;349;27,5;9,4;31,4;14,0;0,0;4,4;13,3;0,0;1,2;15,2;15,2;0;1,6;0,0;0,0;0,0;1,6;0,1;0,0;1,4;0,0;1,3;5,7;;5,1;0,0;;0,6;;0,0;0,0;0,0;0,0;0,0;5;0;62;0,00;11,0;;1,72;1,00;0;3,8;8,4;1,82;0,00;1000;330;0;0;8,00;41;1060;290;2;3,0;17,80;
Vetekli;709;1228;294;16,6;5,0;30,4;30,5;0,0;5,5;12,0;0,0;0,7;2,4;2,4;0;0,8;0,0;0,0;0,0;0,8;0,1;0,0;0,8;0,0;0,8;2,6;;2,4;0,0;;0,2;;0,0;0,0;0,0;0,0;0,0;1;0;6;0,00;1,6;;0,66;0,32;0;23,0;25,8;1,35;0,00;1100;260;2;0;11,00;76;1340;480;3;2,0;7,30;
Frukostflingor fullkornsvete Weetabix;710;1532;366;11,3;2,5;68,4;10,5;0,8;2,1;5,2;0,0;1,1;3,9;2,9;95;0,3;0,0;0,0;0,0;0,3;0,0;0,0;0,3;0,0;0,2;1,2;;1,1;0,0;;0,1;;0,0;0,0;0,0;0,0;0,0;1;0;6;0,00;0,8;;3,48;2,09;0;28,8;5,9;0,35;0,00;297;36;0;0;12,14;26;443;90;298;4,5;2,31;
Kruskakli grovt vetekli;711;1124;269;12,7;5,0;24,9;37,5;0,0;5,9;14,0;0,0;0,4;0,9;0,9;0;0,8;0,0;0,0;0,0;0,8;0,1;0,0;0,8;0,0;0,8;2,6;;2,4;0,0;;0,2;;0,0;0,0;0,0;0,0;0,0;0;0;0;0,00;1,6;;0,66;0,32;0;23,0;25,1;1,35;0,00;1100;260;;0;11,00;76;1340;480;3;2,0;7,30;
Frukostflingor flingblandning fullkorn Basmüsli;712;1536;367;9,3;4,1;67,6;9,7;0,4;1,6;7,8;0,0;0,2;1,6;1,3;85;0,6;0,0;0,0;0,0;0,5;0,1;0,0;1,0;0,0;1,0;1,3;;1,3;0,0;;0,1;0,0;0,0;0,0;0,0;0,0;0,0;0;0;6;0,00;0,4;2;0,27;0,07;0;3,4;5,1;0,29;0,12;273;35;0;0;3,03;22;370;86;163;1,4;2,16;
Frukostflingor berik Rice Krispies;713;1612;385;5,4;1,2;86,3;1,2;1,1;3,2;2,8;0,0;0,8;8,6;8,2;0;0,2;0,0;0,0;0,0;0,2;0,0;0,0;0,4;0,0;0,3;0,4;;0,4;0,0;;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;6;0,00;0,2;;2,09;1,61;0;16,8;17,7;0,24;0,05;127;46;0;0;7,16;18;130;39;450;2,4;0,97;
Frukostflingor vetekli malt rostat Allbran Plus;714;1406;336;12,4;4,6;47,3;27,8;1,1;5,1;2,9;0,0;2,3;15,2;12,5;0;0,6;0,0;0,0;0,0;0,5;0,0;0,0;0,5;0,0;0,5;2,2;;2,0;0,0;;0,2;0,0;0,0;0,0;0,0;0,0;0,0;0;0;6;0,00;2,3;17;0,41;0,33;0;15,0;17,1;1,06;0,00;588;100;0;0;9,60;42;969;242;450;4,3;5,60;
Frukostflingor fullkorn berik Havrefras;715;1648;394;10,4;6,4;68,9;7,8;1,3;3,9;2,7;0,0;0,2;10,8;10,5;70;0,8;0,0;0,0;0,0;0,7;0,1;0,0;1,9;0,0;1,8;2,0;;1,9;0,0;;0,1;0,0;0,0;0,0;0,0;0,0;0,0;1;0;6;0,00;0,6;0;1,00;1,00;0;10,0;11,7;0,14;0,22;351;35;0;0;7,00;31;333;119;500;5,1;2,81;
Frukostflingor ris socker kakao Coco Pops;716;1644;393;4,6;2,6;85,2;2,4;0,8;2,4;2,8;0,0;0,4;35,4;35,0;0;1,3;0,0;0,0;0,0;0,5;0,7;0,0;0,8;0,0;0,8;0,2;;0,2;0,0;;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;6;0,00;0,2;;1,12;1,35;0;12,8;13,6;0,15;0,06;103;40;0;0;7,24;27;212;44;300;1,8;0,95;
Frukostflingor fullkorn musli frukt 33% olja socker;719;1598;382;6,6;6,5;69,6;7,6;0,4;1,4;8,3;0,0;10,2;14,7;14,1;43;4,3;0,5;2,0;0,8;0,7;0,2;0,0;0,9;0,0;0,9;1,0;;1,0;0,0;;0,1;;0,0;0,0;0,0;0,0;0,0;2;0;24;0,00;0,5;3;0,14;0,05;0;1,8;2,9;0,21;0,00;189;24;0;0;2,35;27;329;66;151;1,4;1,41;
Frukostflingor flingblandning müsli fullkorn frukt nötter socker el honung;721;1543;369;8,0;3,8;70,6;8,2;0,4;1,7;7,6;0,0;11,4;17,7;11,4;59;0,5;0,0;0,0;0,0;0,5;0,1;0,0;0,9;0,0;0,8;1,3;;1,3;0,0;;0,1;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0,00;1,5;;0,28;0,59;0;1,9;3,2;0,15;0,00;272;41;2;0;2,96;25;410;89;174;1,4;2,16;
Frukostflingor flingblandning glutenfri frukt socker soja;723;1541;368;7,5;3,7;73,2;4,3;0,6;1,4;10,0;0,0;10,3;12,3;12,0;0;0,5;0,0;0,0;0,0;0,3;0,1;0,0;0,8;0,0;0,8;1,4;;1,2;0,0;;0,1;0,0;0,0;0,0;0,0;0,0;0,0;1;0;15;0,00;1,4;;0,20;0,07;0;2,8;4,1;0,32;0,00;215;31;0;0;3,70;24;379;114;220;23,8;1,96;
